time,true_h,true_v,acc_cmd,acc_meas,baro_meas,ekf_h,ekf_v
14.960,206.1526,2.5585,-1.5000,-1.5151,204.9007,205.8714,2.3994
14.970,206.1781,2.5435,-1.5000,-1.1224,205.8400,205.8904,2.3620
14.980,206.2035,2.5285,-1.5000,-1.4466,208.9566,206.1809,3.5726
14.990,206.2287,2.5135,-1.5000,-1.3534,204.3908,206.0564,2.8221
15.000,206.2537,2.5000,0.0000,0.0228,206.4023,206.1124,2.9368
15.010,206.2787,2.5000,0.0000,-0.3820,207.2616,206.2400,3.3881
15.020,206.3037,2.5000,0.0000,0.1216,204.6777,206.1339,2.7455
15.030,206.3287,2.5000,0.0000,-0.1271,207.0811,206.2420,3.1147
15.040,206.3537,2.5000,0.0000,-0.0056,206.9560,206.3331,3.3892
15.050,206.3787,2.5000,0.0000,-0.0312,204.8447,206.2334,2.7765
15.060,206.4037,2.5000,0.0000,-0.0121,206.4940,206.2816,2.8707
15.070,206.4287,2.5000,0.0000,0.2100,205.9646,206.2800,2.7316
15.080,206.4537,2.5000,0.0000,0.3900,205.0475,206.1968,2.2247
15.090,206.4787,2.5000,0.0000,-0.0825,207.3762,206.3206,2.6907
15.100,206.5037,2.5000,0.0000,-0.0110,208.8071,206.5633,3.6815
15.110,206.5287,2.5000,0.0000,0.2598,206.6985,206.6087,3.7216
15.120,206.5537,2.5000,0.0000,0.1449,205.3273,206.5302,3.1906
15.130,206.5787,2.5000,0.0000,-0.1272,207.4236,206.6377,3.5371
15.140,206.6037,2.5000,0.0000,-0.0028,207.5123,206.7467,3.8753
15.150,206.6287,2.5000,0.0000,0.1391,208.8636,206.9678,4.7116
15.160,206.6537,2.5000,0.0000,-0.0239,208.4678,207.1424,5.2960
15.170,206.6787,2.5000,0.0000,-0.3410,205.2094,207.0211,4.4951
15.180,206.7037,2.5000,0.0000,-0.4325,209.1864,207.2521,5.3471
15.190,206.7287,2.5000,0.0000,-0.0588,209.8271,207.5268,6.3616
15.200,206.7537,2.5000,0.0000,0.3684,207.1554,207.5522,6.1860
15.210,206.7787,2.5000,0.0000,-0.1131,208.1659,207.6625,6.4076
15.220,206.8037,2.5000,0.0000,-0.3266,206.2401,207.5962,5.8093
15.230,206.8287,2.5000,0.0000,0.2264,206.5755,207.5596,5.3757
15.240,206.8537,2.5000,0.0000,-0.3789,207.3438,207.5897,5.2679
15.250,206.8787,2.5000,0.0000,0.2419,205.0086,207.4113,4.2054
15.260,206.9037,2.5000,0.0000,-0.0353,204.1193,207.1608,2.8636
15.270,206.9287,2.5000,0.0000,-0.0887,204.8152,206.9811,1.9067
15.280,206.9537,2.5000,0.0000,-0.1162,207.4579,207.0404,2.0918
15.290,206.9787,2.5000,0.0000,0.1706,208.4155,207.1801,2.6365
15.300,207.0037,2.5000,0.0000,0.2186,208.1671,207.2908,3.0234
15.310,207.0287,2.5000,0.0000,-0.0635,206.0121,207.2062,2.4974
15.320,207.0537,2.5000,0.0000,0.5872,207.6410,207.2671,2.6622
15.330,207.0787,2.5000,0.0000,-0.2344,206.2235,207.1998,2.2314
15.340,207.1037,2.5000,0.0000,0.0335,207.4927,207.2459,2.3400
15.350,207.1287,2.5000,0.0000,0.3086,206.2791,207.1824,1.9423
15.360,207.1537,2.5000,0.0000,-0.0838,207.4117,207.2202,2.0262
15.370,207.1787,2.5000,0.0000,-0.4570,206.5897,207.1834,1.7641
15.380,207.2037,2.5000,0.0000,0.1748,207.0355,207.1865,1.6986
15.390,207.2287,2.5000,0.0000,0.2012,207.0792,207.1926,1.6489
15.400,207.2537,2.5000,0.0000,-0.3851,206.4278,207.1405,1.3338
15.410,207.2787,2.5000,0.0000,0.0781,206.7771,207.1208,1.1827
15.420,207.3037,2.5000,0.0000,-0.0377,207.5137,207.1661,1.3365
15.430,207.3287,2.5000,0.0000,0.3873,209.2909,207.3647,2.1882
15.440,207.3537,2.5000,0.0000,0.0589,205.8996,207.2561,1.5899
15.450,207.3787,2.5000,0.0000,-0.2879,207.8406,207.3219,1.8191
15.460,207.4037,2.5000,0.0000,-0.0534,208.8550,207.4730,2.4300
15.470,207.4287,2.5000,0.0000,-0.1903,206.3345,207.3953,1.9620
15.480,207.4537,2.5000,0.0000,-0.3718,210.1988,207.6592,3.0824
15.490,207.4787,2.5000,0.0000,0.0102,206.8178,207.6135,2.7308
15.500,207.5037,2.5000,0.0000,0.0329,206.2745,207.5209,2.1807
15.510,207.5287,2.5000,0.0000,-0.2106,209.0575,207.6756,2.7902
15.520,207.5537,2.5000,0.0000,0.1753,209.6031,207.8702,3.5544
15.530,207.5787,2.5000,0.0000,-0.0576,206.4480,207.7778,2.9679
15.540,207.6037,2.5000,0.0000,-0.1971,210.7967,208.0698,4.1707
15.550,207.6287,2.5000,0.0000,-0.4201,207.9666,208.0988,4.1121
15.560,207.6537,2.5000,0.0000,0.1103,209.0252,208.2176,4.4678
15.570,207.6787,2.5000,0.0000,-0.2456,208.6161,208.2933,4.6107
15.580,207.7037,2.5000,0.0000,-0.0485,207.9510,208.3053,4.4552
15.590,207.7287,2.5000,0.0000,0.2509,208.4812,208.3614,4.5078
15.600,207.7537,2.5000,0.0000,-0.2848,208.1311,208.3823,4.3964
15.610,207.7787,2.5000,0.0000,-0.2047,205.4447,208.1647,3.1953
15.620,207.8037,2.5000,0.0000,-0.2043,210.6352,208.4106,4.1770
15.630,207.8287,2.5000,0.0000,-0.0238,208.9494,208.4960,4.3782
15.640,207.8537,2.5000,0.0000,0.1082,205.3584,208.2606,3.0970
15.650,207.8787,2.5000,0.0000,-0.2006,207.7121,208.2407,2.8641
15.660,207.9037,2.5000,0.0000,-0.0161,207.8782,208.2351,2.7062
15.670,207.9287,2.5000,0.0000,0.0303,206.5270,208.1099,2.0063
15.680,207.9537,2.5000,0.0000,-0.1010,207.6681,208.0894,1.8198
15.690,207.9787,2.5000,0.0000,0.0234,203.6972,207.7206,0.0443
15.700,208.0037,2.5000,0.0000,0.4168,207.3341,207.6871,-0.1108
15.710,208.0287,2.5000,0.0000,-0.0179,207.5056,207.6702,-0.1833
15.720,208.0537,2.5000,0.0000,0.0314,208.1273,207.7086,0.0020
15.730,208.0787,2.5000,0.0000,0.1100,209.3097,207.8491,0.6474
15.740,208.1037,2.5000,0.0000,-0.0026,208.1829,207.8843,0.7789
15.750,208.1287,2.5000,0.0000,0.0668,208.1948,207.9187,0.9005
15.760,208.1537,2.5000,0.0000,0.0830,210.0263,208.1118,1.7465
15.770,208.1787,2.5000,0.0000,-0.0977,208.8026,208.1884,2.0170
15.780,208.2037,2.5000,0.0000,0.0724,208.4434,208.2291,2.1111
15.790,208.2287,2.5000,0.0000,0.2890,206.7492,208.1185,1.5074
15.800,208.2537,2.5000,0.0000,0.0577,208.1604,208.1360,1.5188
15.810,208.2787,2.5000,0.0000,-0.1260,205.6714,207.9336,0.5198
15.820,208.3037,2.5000,0.0000,0.2062,205.8258,207.7534,-0.3308
15.830,208.3287,2.5000,0.0000,-0.2319,211.1099,208.0449,1.0226
15.840,208.3537,2.5000,0.0000,-0.0532,210.6958,208.2868,2.0861
15.850,208.3787,2.5000,0.0000,0.3342,209.8210,208.4404,2.6955
15.860,208.4037,2.5000,0.0000,0.1184,206.2199,208.2702,1.7906
15.870,208.4287,2.5000,0.0000,-0.2209,212.4661,208.6547,3.4730
15.880,208.4537,2.5000,0.0000,-0.2898,207.8175,208.6129,3.1219
15.890,208.4787,2.5000,0.0000,0.0842,205.8113,208.3956,1.9813
15.900,208.5037,2.5000,0.0000,0.1394,210.2556,208.5768,2.7228
15.910,208.5287,2.5000,0.0000,-0.0753,207.4935,208.5066,2.2768
15.920,208.5537,2.5000,0.0000,-0.0687,210.3591,208.6899,3.0129
15.930,208.5787,2.5000,0.0000,0.1754,210.3168,208.8602,3.6550
15.940,208.6037,2.5000,0.0000,0.0087,209.4792,208.9478,3.8902
15.950,208.6287,2.5000,0.0000,-0.5107,209.7268,209.0517,4.1890
15.960,208.6537,2.5000,0.0000,-0.1296,207.8982,208.9887,3.7080
15.970,208.6787,2.5000,0.0000,0.1418,208.5098,208.9805,3.5007
15.980,208.7037,2.5000,0.0000,-0.2899,205.8361,208.7365,2.2197
15.990,208.7287,2.5000,0.0000,0.0066,207.5212,208.6501,1.7213
16.000,208.7537,2.5000,0.0000,0.3195,208.9401,208.6913,1.8312
16.010,208.7787,2.5000,0.0000,-0.1843,206.8085,208.5428,1.0645
16.020,208.8037,2.5000,0.0000,-0.1585,212.3986,208.8908,2.6131
16.030,208.8287,2.5000,0.0000,-0.0017,210.2113,209.0305,3.1343
16.040,208.8537,2.5000,0.0000,-0.3622,207.6285,208.9361,2.5564
16.050,208.8787,2.5000,0.0000,-0.4150,209.8826,209.0425,2.9278
16.060,208.9037,2.5000,0.0000,-0.0561,205.1058,208.7238,1.3309
16.070,208.9287,2.5000,0.0000,0.0153,208.1283,208.6837,1.0857
16.080,208.9537,2.5000,0.0000,0.3345,211.7045,208.9586,2.2989
16.090,208.9787,2.5000,0.0000,-0.0825,211.1613,209.1729,3.1771
16.100,209.0037,2.5000,0.0000,0.0311,208.8947,209.1774,3.0531
16.110,209.0287,2.5000,0.0000,-0.2190,208.6198,209.1564,2.8159
16.120,209.0537,2.5000,0.0000,0.0792,209.2748,209.1924,2.8514
16.130,209.0787,2.5000,0.0000,-0.0288,209.2812,209.2263,2.8770
16.140,209.1037,2.5000,0.0000,-0.0996,210.5631,209.3698,3.4038
16.150,209.1287,2.5000,0.0000,-0.2022,206.8729,209.1818,2.3845
16.160,209.1537,2.5000,0.0000,-0.2378,209.7759,209.2556,2.6134
16.170,209.1787,2.5000,0.0000,0.0189,208.6840,209.2293,2.3726
16.180,209.2037,2.5000,0.0000,0.5866,208.0944,209.1514,1.9076
16.190,209.2287,2.5000,0.0000,-0.3229,211.2085,209.3493,2.7277
16.200,209.2537,2.5000,0.0000,-0.0080,210.8018,209.5016,3.3017
16.210,209.2787,2.5000,0.0000,0.0746,209.5294,209.5342,3.2995
16.220,209.3037,2.5000,0.0000,0.0805,209.4810,209.5596,3.2656
16.230,209.3287,2.5000,0.0000,-0.3023,208.2525,209.4747,2.7269
16.240,209.3537,2.5000,0.0000,-0.1032,210.8662,209.6217,3.2764
16.250,209.3787,2.5000,0.0000,0.1098,208.7865,209.5783,2.9272
16.260,209.4037,2.5000,0.0000,-0.2824,208.6117,209.5202,2.5262
16.270,209.4287,2.5000,0.0000,-0.2083,207.7902,209.3915,1.8177
16.280,209.4537,2.5000,0.0000,-0.1980,209.1058,209.3830,1.6951
16.290,209.4787,2.5000,0.0000,0.0249,209.1090,209.3744,1.5771
16.300,209.5037,2.5000,0.0000,-0.2967,208.6851,209.3283,1.2928
16.310,209.5287,2.5000,0.0000,-0.1920,209.7151,209.3740,1.4434
16.320,209.5537,2.5000,0.0000,-0.1208,210.3145,209.4697,1.8169
16.330,209.5787,2.5000,0.0000,-0.4290,205.6701,209.1529,0.2784
16.340,209.6037,2.5000,0.0000,-0.0400,208.2777,209.0787,-0.0743
16.350,209.6287,2.5000,0.0000,-0.1217,207.9634,208.9801,-0.5227
16.360,209.6537,2.5000,0.0000,-0.0162,208.0135,208.8906,-0.9102
16.370,209.6787,2.5000,0.0000,0.1865,211.3471,209.0978,0.0825
16.380,209.7037,2.5000,0.0000,-0.3722,210.7649,209.2448,0.7535
16.390,209.7287,2.5000,0.0000,0.1229,209.5612,209.2794,0.8775
16.400,209.7537,2.5000,0.0000,0.0239,208.2273,209.1951,0.4509
16.410,209.7787,2.5000,0.0000,0.0168,205.8403,208.9049,-0.9022
16.420,209.8037,2.5000,0.0000,-0.1471,209.5392,208.9523,-0.6440
16.430,209.8287,2.5000,0.0000,-0.0264,209.2344,208.9712,-0.5276
16.440,209.8537,2.5000,0.0000,-0.3162,209.7911,209.0383,-0.1942
16.450,209.8787,2.5000,0.0000,0.1702,211.8033,209.2792,0.9206
16.460,209.9037,2.5000,0.0000,-0.1457,207.8152,209.1591,0.3273
16.470,209.9287,2.5000,0.0000,-0.0350,211.2262,209.3435,1.1577
16.480,209.9537,2.5000,0.0000,0.0276,209.4821,209.3662,1.2080
16.490,209.9787,2.5000,0.0000,0.0845,211.4092,209.5564,2.0247
16.500,210.0037,2.5000,0.0000,-0.1453,210.6740,209.6730,2.4661
16.510,210.0287,2.5000,0.0000,0.2255,209.4583,209.6766,2.3697
16.520,210.0537,2.5000,0.0000,0.2612,208.6191,209.6055,1.9337
16.530,210.0787,2.5000,0.0000,0.2805,209.4867,209.6127,1.8787
16.540,210.1037,2.5000,0.0000,0.6814,210.0787,209.6707,2.0596
16.550,210.1287,2.5000,0.0000,-0.0446,209.4800,209.6728,1.9742
16.560,210.1537,2.5000,0.0000,0.3094,211.0318,209.8100,2.5149
16.570,210.1787,2.5000,0.0000,-0.0232,211.6021,209.9902,3.2265
16.580,210.2037,2.5000,0.0000,-0.1432,213.3846,210.3175,4.5802
16.590,210.2287,2.5000,0.0000,0.0546,211.6914,210.4798,5.1154
16.600,210.2537,2.5000,0.0000,0.2622,211.9688,210.6571,5.6937
16.610,210.2787,2.5000,0.0000,0.2462,211.0506,210.7436,5.8311
16.620,210.3037,2.5000,0.0000,0.0000,210.7870,210.8006,5.8244
16.630,210.3287,2.5000,0.0000,0.1240,208.2191,210.6272,4.7613
16.640,210.3537,2.5000,0.0000,0.2181,210.1944,210.6327,4.5688
16.650,210.3787,2.5000,0.0000,-0.0571,213.2602,210.9049,5.6082
16.660,210.4037,2.5000,0.0000,0.1818,209.7658,210.8561,5.1275
16.670,210.4287,2.5000,0.0000,-0.2975,209.9993,210.8277,4.7611
16.680,210.4537,2.5000,0.0000,-0.0779,209.4559,210.7508,4.1897
16.690,210.4787,2.5000,0.0000,-0.1626,210.2643,210.7463,3.9771
16.700,210.5037,2.5000,0.0000,0.0628,210.2563,210.7396,3.7637
16.710,210.5287,2.5000,0.0000,-0.0060,210.7068,210.7711,3.7351
16.720,210.5537,2.5000,0.0000,0.0552,211.2050,210.8432,3.8951
16.730,210.5787,2.5000,0.0000,0.0120,211.2130,210.9112,4.0293
16.740,210.6037,2.5000,0.0000,0.1838,209.9406,210.8628,3.6223
16.750,210.6287,2.5000,0.0000,0.0036,208.7776,210.7129,2.7690
16.760,210.6537,2.5000,0.0000,-0.0021,209.5699,210.6379,2.2985
16.770,210.6787,2.5000,0.0000,0.1038,210.9590,210.6870,2.4185
16.780,210.7037,2.5000,0.0000,-0.0104,209.7344,210.6255,2.0253
16.790,210.7287,2.5000,0.0000,0.1107,210.7055,210.6510,2.0511
16.800,210.7537,2.5000,0.0000,0.0282,207.8748,210.4261,0.9248
16.810,210.7787,2.5000,0.0000,0.2049,210.3382,210.4269,0.8851
16.820,210.8037,2.5000,0.0000,0.1684,212.6308,210.6283,1.7700
16.830,210.8287,2.5000,0.0000,-0.0109,210.9751,210.6749,1.9023
16.840,210.8537,2.5000,0.0000,0.1426,209.1916,210.5621,1.2978
16.850,210.8787,2.5000,0.0000,-0.0704,209.6337,210.4925,0.9185
16.860,210.9037,2.5000,0.0000,0.5038,207.8528,210.2693,-0.1481
16.870,210.9287,2.5000,0.0000,0.1536,212.0320,210.4226,0.5624
16.880,210.9537,2.5000,0.0000,-0.1582,211.0751,210.4850,0.8232
16.890,210.9787,2.5000,0.0000,-0.0959,211.7498,210.6034,1.3284
16.900,211.0037,2.5000,0.0000,0.0117,209.4671,210.5158,0.8650
16.910,211.0287,2.5000,0.0000,0.1413,209.0753,210.3973,0.2815
16.920,211.0537,2.5000,0.0000,0.3199,210.7231,210.4285,0.4118
16.930,211.0787,2.5000,0.0000,0.0684,211.9379,210.5647,1.0187
16.940,211.1037,2.5000,0.0000,-0.0049,209.0309,210.4394,0.3964
16.950,211.1287,2.5000,0.0000,0.0508,212.5602,210.6291,1.2495
16.960,211.1537,2.5000,0.0000,0.0859,212.8554,210.8358,2.1412
16.970,211.1787,2.5000,0.0000,-0.0726,209.2806,210.7189,1.5065
16.980,211.2037,2.5000,0.0000,0.1696,211.4707,210.7986,1.8035
16.990,211.2287,2.5000,0.0000,-0.2213,210.7958,210.8148,1.7952
17.000,211.2537,2.5000,0.0000,0.2277,212.8469,211.0095,2.6063
17.010,211.2787,2.5000,0.0000,-0.0075,211.7335,211.0968,2.8877
17.020,211.3037,2.5000,0.0000,0.0465,211.6655,211.1730,3.1047
17.030,211.3287,2.5000,0.0000,0.1041,213.0297,211.3643,3.8398
17.040,211.3537,2.5000,0.0000,0.1600,212.2466,211.4767,4.1792
17.050,211.3787,2.5000,0.0000,0.1135,211.7590,211.5396,4.2763
17.060,211.4037,2.5000,0.0000,-0.1372,210.3038,211.4702,3.7605
17.070,211.4287,2.5000,0.0000,0.1101,210.0105,211.3764,3.1587
17.080,211.4537,2.5000,0.0000,0.2745,210.4961,211.3280,2.7911
17.090,211.4787,2.5000,0.0000,0.1643,210.9706,211.3221,2.6361
17.100,211.5037,2.5000,0.0000,0.0520,212.1375,211.4177,2.9541
17.110,211.5287,2.5000,0.0000,0.5964,208.8339,211.2179,1.9024
17.120,211.5537,2.5000,0.0000,0.1162,212.1090,211.3135,2.2539
17.130,211.5787,2.5000,0.0000,0.0968,210.0620,211.2242,1.7406
17.140,211.6037,2.5000,0.0000,-0.0878,211.3393,211.2502,1.7801
17.150,211.6287,2.5000,0.0000,-0.0638,214.5383,211.5549,3.0969
17.160,211.6537,2.5000,0.0000,0.0413,211.0159,211.5359,2.8675
17.170,211.6787,2.5000,0.0000,0.1170,212.9660,211.6875,3.4321
17.180,211.7037,2.5000,0.0000,0.1178,212.0565,211.7512,3.5672
17.190,211.7287,2.5000,0.0000,-0.0921,211.3272,211.7466,3.3834
17.200,211.7537,2.5000,0.0000,-0.1079,209.7288,211.6004,2.5570
17.210,211.7787,2.5000,0.0000,0.0532,210.7234,211.5468,2.1935
17.220,211.8037,2.5000,0.0000,0.2335,208.9296,211.3371,1.1310
17.230,211.8287,2.5000,0.0000,-0.0381,212.7170,211.4685,1.6812
17.240,211.8537,2.5000,0.0000,0.2595,210.5301,211.4015,1.2969
17.250,211.8787,2.5000,0.0000,-0.1388,213.0491,211.5579,1.9544
17.260,211.9037,2.5000,0.0000,-0.1741,209.6944,211.4122,1.1965
17.270,211.9287,2.5000,0.0000,0.3944,214.3070,211.6772,2.3588
17.280,211.9537,2.5000,0.0000,0.2530,211.8958,211.7179,2.4383
17.290,211.9787,2.5000,0.0000,0.1186,213.2490,211.8744,3.0449
17.300,212.0037,2.5000,0.0000,-0.3042,210.6979,211.7990,2.5585
17.310,212.0287,2.5000,0.0000,0.3191,212.5738,211.8903,2.8609
17.320,212.0537,2.5000,0.0000,-0.1855,211.3947,211.8729,2.6502
17.330,212.0787,2.5000,0.0000,0.1069,211.2015,211.8382,2.3700
17.340,212.1037,2.5000,0.0000,0.1398,212.8036,211.9445,2.7490
17.350,212.1287,2.5000,0.0000,0.3311,210.0941,211.8072,1.9932
17.360,212.1537,2.5000,0.0000,0.0642,213.1143,211.9401,2.5124
17.370,212.1787,2.5000,0.0000,-0.4471,213.9360,212.1381,3.3053
17.380,212.2037,2.5000,0.0000,-0.1464,213.1469,212.2568,3.6976
17.390,212.2287,2.5000,0.0000,0.0587,212.7566,212.3344,3.8841
17.400,212.2537,2.5000,0.0000,0.0177,213.9595,212.5124,4.5235
17.410,212.2787,2.5000,0.0000,-0.2399,211.7687,212.4884,4.2056
17.420,212.3037,2.5000,0.0000,-0.1314,210.3389,212.3382,3.3226
17.430,212.3287,2.5000,0.0000,-0.2459,213.2899,212.4520,3.6909
17.440,212.3537,2.5000,0.0000,-0.3696,213.1692,212.5486,3.9646
17.450,212.3787,2.5000,0.0000,0.0857,213.2448,212.6459,4.2293
17.460,212.4037,2.5000,0.0000,0.1291,212.1074,212.6372,3.9948
17.470,212.4287,2.5000,0.0000,0.0289,210.7383,212.5070,3.2136
17.480,212.4537,2.5000,0.0000,-0.4700,212.6339,212.5475,3.2514
17.490,212.4787,2.5000,0.0000,-0.1266,211.9874,212.5280,3.0127
17.500,212.5037,2.5000,0.0000,0.2321,211.5334,212.4682,2.6005
17.510,212.5287,2.5000,0.0000,0.1442,212.9916,212.5379,2.8018
17.520,212.5537,2.5000,0.0000,0.2194,209.6520,212.3102,1.6283
17.530,212.5787,2.5000,0.0000,-0.1625,212.5611,212.3471,1.7218
17.540,212.6037,2.5000,0.0000,0.0856,215.2025,212.6133,2.8642
17.550,212.6287,2.5000,0.0000,0.1011,215.1092,212.8584,3.8592
17.560,212.6537,2.5000,0.0000,0.0231,211.4754,212.7723,3.2873
17.570,212.6787,2.5000,0.0000,0.1746,212.7898,212.8038,3.2807
17.580,212.7037,2.5000,0.0000,-0.1286,215.1710,213.0414,4.2198
17.590,212.7287,2.5000,0.0000,0.0012,211.9011,212.9799,3.7434
17.600,212.7537,2.5000,0.0000,-0.0330,211.9385,212.9227,3.3092
17.610,212.7787,2.5000,0.0000,0.1154,213.8327,213.0327,3.6620
17.620,212.8037,2.5000,0.0000,0.0239,215.2155,213.2576,4.5268
17.630,212.8287,2.5000,0.0000,-0.0002,209.7665,212.9926,3.1023
17.640,212.8537,2.5000,0.0000,0.1564,211.0373,212.8494,2.3021
17.650,212.8787,2.5000,0.0000,-0.0197,212.9617,212.8802,2.3380
17.660,212.9037,2.5000,0.0000,0.2103,214.3273,213.0285,2.9112
17.670,212.9287,2.5000,0.0000,0.1097,213.5462,213.1005,3.1086
17.680,212.9537,2.5000,0.0000,0.1359,212.8439,213.1063,2.9931
17.690,212.9787,2.5000,0.0000,0.0939,214.0280,213.2145,3.3522
17.700,213.0037,2.5000,0.0000,0.0620,214.1748,213.3293,3.7255
17.710,213.0287,2.5000,0.0000,0.2022,210.5233,213.1171,2.5804
17.720,213.0537,2.5000,0.0000,0.0303,212.4791,213.0847,2.3138
17.730,213.0787,2.5000,0.0000,-0.1007,212.0401,213.0141,1.8837
17.740,213.1037,2.5000,0.0000,0.0567,211.4477,212.8939,1.2452
17.750,213.1287,2.5000,0.0000,-0.1409,214.4626,213.0429,1.8716
17.760,213.1537,2.5000,0.0000,-0.1979,209.2000,212.7228,0.3165
17.770,213.1787,2.5000,0.0000,0.4781,210.9082,212.5664,-0.4148
17.780,213.2037,2.5000,0.0000,0.1891,211.4940,212.4686,-0.8453
17.790,213.2287,2.5000,0.0000,0.3245,210.2340,212.2648,-1.7409
17.800,213.2537,2.5000,0.0000,0.2693,211.6764,212.1973,-1.9716
17.810,213.2787,2.5000,0.0000,0.0338,214.8004,212.4077,-0.9152
17.820,213.3037,2.5000,0.0000,0.0179,212.5901,212.4154,-0.8389
17.830,213.3287,2.5000,0.0000,-0.2570,213.2097,212.4774,-0.5161
17.840,213.3537,2.5000,0.0000,0.1605,214.2085,212.6246,0.1849
17.850,213.3787,2.5000,0.0000,0.0799,213.2753,212.6834,0.4459
17.860,213.4037,2.5000,0.0000,0.2333,214.5980,212.8554,1.2152
17.870,213.4287,2.5000,0.0000,0.2644,213.6573,212.9369,1.5336
17.880,213.4537,2.5000,0.0000,-0.0541,214.1387,213.0563,2.0115
17.890,213.4787,2.5000,0.0000,-0.2717,215.3340,213.2745,2.9202
17.900,213.5037,2.5000,0.0000,0.1541,212.2808,213.2140,2.5096
17.910,213.5287,2.5000,0.0000,-0.3702,212.6356,213.1861,2.2663
17.920,213.5537,2.5000,0.0000,0.0375,214.0840,213.2856,2.6185
17.930,213.5787,2.5000,0.0000,-0.0004,210.7483,213.0868,1.5863
17.940,213.6037,2.5000,0.0000,0.2341,216.2686,213.3805,2.8628
17.950,213.6287,2.5000,0.0000,-0.0984,213.8471,213.4475,3.0384
17.960,213.6537,2.5000,0.0000,-0.0794,212.3781,213.3814,2.5949
17.970,213.6787,2.5000,0.0000,0.0542,213.7327,213.4359,2.7255
17.980,213.7037,2.5000,0.0000,-0.0541,215.7806,213.6665,3.6576
17.990,213.7287,2.5000,0.0000,-0.2294,215.0083,213.8176,4.1835
18.000,213.7537,2.5000,0.0000,0.0292,214.2938,213.8975,4.3585
18.010,213.7787,2.5000,0.0000,-0.2665,214.1660,213.9609,4.4489
18.020,213.8037,2.5000,0.0000,-0.0797,216.3006,214.2067,5.3724
18.030,213.8287,2.5000,0.0000,-0.0423,213.0092,214.1507,4.8689
18.040,213.8537,2.5000,0.0000,0.0061,213.1669,214.1088,4.4522
18.050,213.8787,2.5000,0.0000,-0.1785,213.0710,214.0583,4.0155
18.060,213.9037,2.5000,0.0000,-0.2413,214.5080,214.1344,4.1792
18.070,213.9287,2.5000,0.0000,0.2175,213.7189,214.1361,3.9946
18.080,213.9537,2.5000,0.0000,0.1582,211.8734,213.9740,3.0675
18.090,213.9787,2.5000,0.0000,0.0637,214.0644,214.0099,3.0912
18.100,214.0037,2.5000,0.0000,0.2903,214.1719,214.0523,3.1439
18.110,214.0287,2.5000,0.0000,-0.0021,215.5269,214.2104,3.7254
18.120,214.0537,2.5000,0.0000,-0.0550,215.4900,214.3566,4.2253
18.130,214.0787,2.5000,0.0000,0.0500,212.9709,214.2736,3.6517
18.140,214.1037,2.5000,0.0000,0.2928,214.5150,214.3281,3.7339
18.150,214.1287,2.5000,0.0000,-0.0220,215.4839,214.4636,4.1847
18.160,214.1537,2.5000,0.0000,0.3785,212.2404,214.3067,3.2733
18.170,214.1787,2.5000,0.0000,-0.3671,212.3411,214.1641,2.4684
18.180,214.2037,2.5000,0.0000,-0.2167,216.8891,214.4257,3.5557
18.190,214.2287,2.5000,0.0000,-0.0539,216.0734,214.6027,4.2046
18.200,214.2537,2.5000,0.0000,0.0397,212.6708,214.4716,3.4109
18.210,214.2787,2.5000,0.0000,-0.2173,212.9956,214.3732,2.8033
18.220,214.3037,2.5000,0.0000,0.1293,214.5028,214.4101,2.8442
18.230,214.3287,2.5000,0.0000,0.0348,214.7519,214.4660,2.9696
18.240,214.3537,2.5000,0.0000,-0.0063,212.8988,214.3556,2.3267
18.250,214.3787,2.5000,0.0000,0.1124,213.3908,214.2922,1.9289
18.260,214.4037,2.5000,0.0000,-0.1240,213.8061,214.2671,1.7255
18.270,214.4287,2.5000,0.0000,0.2834,216.6080,214.4883,2.6612
18.280,214.4537,2.5000,0.0000,-0.2923,214.0794,214.4767,2.4854
18.290,214.4787,2.5000,0.0000,0.0671,213.0704,214.3760,1.9089
18.300,214.5037,2.5000,0.0000,-0.0411,216.0129,214.5370,2.5610
18.310,214.5287,2.5000,0.0000,0.3113,215.4377,214.6394,2.9138
18.320,214.5537,2.5000,0.0000,-0.5146,216.6702,214.8442,3.7190
18.330,214.5787,2.5000,0.0000,0.2442,211.9802,214.6268,2.5520
18.340,214.6037,2.5000,0.0000,-0.1813,216.5285,214.8169,3.3067
18.350,214.6287,2.5000,0.0000,-0.0576,214.8261,214.8479,3.2960
18.360,214.6537,2.5000,0.0000,0.1025,213.5207,214.7615,2.7480
18.370,214.6787,2.5000,0.0000,-0.1674,211.0776,214.4633,1.2534
18.380,214.7037,2.5000,0.0000,0.1711,216.3874,214.6436,2.0242
18.390,214.7287,2.5000,0.0000,0.2470,216.0655,214.7868,2.5886
18.400,214.7537,2.5000,0.0000,0.0632,217.2569,215.0272,3.5738
18.410,214.7787,2.5000,0.0000,0.1453,212.7708,214.8618,2.6509
18.420,214.8037,2.5000,0.0000,-0.0675,215.6647,214.9564,2.9639
18.430,214.8287,2.5000,0.0000,0.0515,217.1432,215.1753,3.8332
18.440,214.8537,2.5000,0.0000,-0.0964,216.7364,215.3473,4.4473
18.450,214.8787,2.5000,0.0000,-0.0863,217.2728,215.5568,5.2049
18.460,214.9037,2.5000,0.0000,-0.0427,215.3524,215.5864,5.1023
18.470,214.9287,2.5000,0.0000,-0.1615,213.6165,215.4601,4.2879
18.480,214.9537,2.5000,0.0000,0.0977,215.3051,215.4856,4.2082
