time,true_h,true_v,acc_cmd,acc_meas,baro_meas,ekf_h,ekf_v
3.590,112.8989,7.1820,2.0000,1.9181,112.8481,113.3429,8.1872
3.600,112.9708,7.2020,2.0000,2.1934,112.2844,113.3248,7.7480
3.610,113.0429,7.2220,2.0000,1.8779,111.3486,113.2222,6.9399
3.620,113.1153,7.2420,2.0000,1.7183,111.8344,113.1638,6.3722
3.630,113.1878,7.2620,2.0000,1.8773,112.6280,113.1750,6.1508
3.640,113.2605,7.2820,2.0000,1.9752,113.8837,113.2934,6.4316
3.650,113.3335,7.3020,2.0000,1.8017,112.6816,113.2985,6.1785
3.660,113.4066,7.3220,2.0000,1.7098,114.0955,113.4249,6.4953
3.670,113.4799,7.3420,2.0000,2.0105,110.9339,113.2657,5.4861
3.680,113.5534,7.3620,2.0000,2.1118,114.8878,113.4581,6.1372
3.690,113.6272,7.3820,2.0000,2.0241,112.9343,113.4683,5.9216
3.700,113.7011,7.4020,2.0000,2.0282,109.6331,113.1859,4.3733
3.710,113.7752,7.4220,2.0000,2.0360,112.5623,113.1711,4.1244
3.720,113.8496,7.4420,2.0000,1.9391,112.6951,113.1671,3.9356
3.730,113.9241,7.4620,2.0000,1.6307,113.3494,113.2191,4.0125
3.740,113.9988,7.4820,2.0000,1.6767,114.3795,113.3576,4.4839
3.750,114.0738,7.5020,2.0000,1.8343,116.1220,113.6411,5.6000
3.760,114.1489,7.5220,2.0000,2.0784,114.4184,113.7605,5.9097
3.770,114.2242,7.5420,2.0000,2.1398,115.3597,113.9548,6.5498
3.780,114.2997,7.5620,2.0000,2.0933,114.6893,114.0791,6.8384
3.790,114.3755,7.5820,2.0000,1.8466,114.2637,114.1578,6.9049
3.800,114.4514,7.6020,2.0000,1.9632,113.0687,114.1253,6.4598
3.810,114.5275,7.6220,2.0000,1.9624,114.2425,114.1946,6.5020
3.820,114.6039,7.6420,2.0000,1.7815,112.8757,114.1383,5.9645
3.830,114.6804,7.6620,2.0000,2.3098,114.5189,114.2262,6.1143
3.840,114.7571,7.6820,2.0000,1.8288,116.5964,114.4900,7.0647
3.850,114.8341,7.7020,2.0000,2.0115,116.2319,114.7074,7.7566
3.860,114.9112,7.7220,2.0000,2.0800,115.8151,114.8755,8.1909
3.870,114.9885,7.7420,2.0000,1.6714,114.6851,114.9336,8.1002
3.880,115.0660,7.7620,2.0000,2.0346,114.6850,114.9857,7.9870
3.890,115.1438,7.7820,2.0000,2.0953,112.5555,114.8454,6.9960
3.900,115.2217,7.8020,2.0000,1.9366,115.3840,114.9566,7.2045
3.910,115.2998,7.8220,2.0000,2.1904,115.5006,115.0702,7.4140
3.920,115.3782,7.8420,2.0000,1.7174,116.1195,115.2299,7.8261
3.930,115.4567,7.8620,2.0000,2.3354,116.3761,115.4020,8.2766
3.940,115.5354,7.8820,2.0000,2.0848,112.8216,115.2512,7.2245
3.950,115.6144,7.9020,2.0000,1.7480,116.6248,115.4377,7.7677
3.960,115.6935,7.9220,2.0000,2.0404,117.4466,115.6849,8.5656
3.970,115.7728,7.9420,2.0000,2.0144,116.0739,115.7973,8.7081
3.980,115.8523,7.9620,2.0000,2.0143,114.2033,115.7370,8.0521
3.990,115.9321,7.9820,2.0000,1.9716,114.8867,115.7359,7.6974
4.000,116.0120,8.0020,2.0000,2.4265,118.6421,116.0612,8.8577
4.010,116.0921,8.0220,2.0000,1.9732,117.4201,116.2613,9.3892
4.020,116.1725,8.0420,2.0000,1.9736,117.0156,116.4133,9.6753
4.030,116.2530,8.0620,2.0000,1.8470,116.6097,116.5188,9.7355
4.040,116.3337,8.0820,2.0000,2.0101,114.2609,116.4096,8.8069
4.050,116.4147,8.1020,2.0000,1.9813,119.6802,116.7770,10.1091
4.060,116.4958,8.1220,2.0000,2.2523,115.8401,116.7871,9.7115
4.070,116.5771,8.1420,2.0000,2.0152,117.2340,116.9150,9.8725
4.080,116.6586,8.1620,2.0000,2.0406,116.5817,116.9759,9.7184
4.090,116.7404,8.1820,2.0000,1.7486,117.6636,117.1250,9.9759
4.100,116.8223,8.2020,2.0000,1.9089,115.1527,117.0431,9.1615
4.110,116.9044,8.2220,2.0000,2.1239,119.3148,117.3261,10.0597
4.120,116.9868,8.2420,2.0000,2.3266,114.7563,117.1925,9.0046
4.130,117.0693,8.2620,2.0000,1.9261,116.0445,117.1740,8.5261
4.140,117.1520,8.2820,2.0000,2.1079,116.6544,117.2062,8.3023
4.150,117.2350,8.3020,2.0000,1.9207,117.2663,117.2873,8.3127
4.160,117.3181,8.3220,2.0000,2.1202,120.6058,117.6544,9.6356
4.170,117.4014,8.3420,2.0000,2.0767,120.6805,118.0079,10.8351
4.180,117.4849,8.3620,2.0000,2.0972,118.0946,118.1145,10.8461
4.190,117.5687,8.3820,2.0000,2.1652,117.2681,118.1392,10.4817
4.200,117.6526,8.4020,2.0000,2.0317,117.8233,118.2072,10.3320
4.210,117.7367,8.4220,2.0000,2.1201,120.0628,118.4644,11.0583
4.220,117.8211,8.4420,2.0000,1.9451,116.9124,118.4292,10.4088
4.230,117.9056,8.4620,2.0000,1.9513,118.3377,118.5162,10.3499
4.240,117.9903,8.4820,2.0000,1.9123,119.4304,118.6909,10.6967
4.250,118.0753,8.5020,2.0000,1.9399,115.1660,118.4793,9.2536
4.260,118.1604,8.5220,2.0000,1.9639,119.4217,118.6465,9.6157
4.270,118.2457,8.5420,2.0000,1.8708,121.2377,118.9617,10.6397
4.280,118.3312,8.5620,2.0000,1.9822,118.7491,119.0402,10.5316
4.290,118.4170,8.5820,2.0000,2.0495,118.1761,119.0605,10.1616
4.300,118.5029,8.6020,2.0000,1.8638,117.9308,119.0542,9.6859
4.310,118.5890,8.6220,2.0000,2.1040,119.9040,119.2172,10.0088
4.320,118.6754,8.6420,2.0000,1.9829,120.9218,119.4582,10.6748
4.330,118.7619,8.6620,2.0000,1.8925,120.7288,119.6671,11.1627
4.340,118.8486,8.6820,2.0000,2.2377,119.2148,119.7294,10.9548
4.350,118.9356,8.7020,2.0000,1.7827,117.4224,119.6270,10.0021
4.360,119.0227,8.7220,2.0000,2.3053,119.8295,119.7361,10.0638
4.370,119.1100,8.7420,2.0000,1.9659,118.1864,119.6920,9.4192
4.380,119.1975,8.7620,2.0000,2.3239,117.5710,119.5919,8.5484
4.390,119.2853,8.7820,2.0000,2.3230,122.8051,119.9519,9.8290
4.400,119.3732,8.8020,2.0000,1.7852,119.2514,119.9802,9.5271
4.410,119.4613,8.8220,2.0000,1.7321,118.6512,119.9506,8.9737
4.420,119.5497,8.8420,2.0000,2.0953,116.6831,119.7459,7.6423
4.430,119.6382,8.8620,2.0000,2.3220,117.9468,119.6578,6.9071
4.440,119.7269,8.8820,2.0000,1.9439,118.1704,119.5904,6.3001
4.450,119.8159,8.9020,2.0000,1.8742,119.8212,119.6682,6.3877
4.460,119.9050,8.9220,2.0000,2.0113,117.9970,119.5800,5.7102
4.470,119.9943,8.9420,2.0000,1.8138,118.0106,119.4945,5.0747
4.480,120.0838,8.9620,2.0000,1.7561,120.9799,119.6712,5.6720
4.490,120.1736,8.9820,2.0000,2.0248,120.2331,119.7723,5.8957
4.500,120.2635,9.0020,2.0000,1.8041,119.6523,119.8157,5.8434
4.510,120.3536,9.0220,2.0000,2.4615,119.4587,119.8377,5.6968
4.520,120.4440,9.0420,2.0000,2.1882,117.5402,119.6882,4.7686
4.530,120.5345,9.0620,2.0000,1.8549,121.5289,119.8933,5.5113
4.540,120.6252,9.0820,2.0000,2.3976,122.3192,120.1565,6.4864
4.550,120.7162,9.1020,2.0000,2.0127,120.7832,120.2708,6.7323
4.560,120.8073,9.1220,2.0000,1.6797,119.6640,120.2790,6.4800
4.570,120.8986,9.1420,2.0000,2.0533,119.4856,120.2686,6.1541
4.580,120.9901,9.1620,2.0000,1.9979,119.9772,120.2993,6.0315
4.590,121.0819,9.1820,2.0000,2.0355,120.1611,120.3423,5.9703
4.600,121.1738,9.2020,2.0000,1.8545,123.5347,120.6769,7.2522
4.610,121.2659,9.2220,2.0000,1.8890,121.2820,120.7963,7.4857
4.620,121.3583,9.2420,2.0000,1.8375,122.6844,121.0303,8.2358
4.630,121.4508,9.2620,2.0000,1.9616,121.5760,121.1534,8.4419
4.640,121.5435,9.2820,2.0000,2.2315,123.3541,121.4236,9.3150
4.650,121.6365,9.3020,2.0000,1.8394,126.0203,121.9120,11.1484
4.660,121.7296,9.3220,2.0000,1.7615,120.8607,121.9215,10.6987
4.670,121.8229,9.3420,2.0000,1.7775,122.3750,122.0590,10.8576
4.680,121.9164,9.3620,2.0000,2.1839,121.7266,122.1290,10.6997
4.690,122.0102,9.3820,2.0000,2.1503,120.3098,122.0671,9.9447
4.700,122.1041,9.4020,2.0000,2.0974,122.8038,122.2225,10.2208
4.710,122.1982,9.4220,2.0000,1.6215,122.4667,122.3373,10.2986
4.720,122.2926,9.4420,2.0000,2.0891,122.9987,122.4894,10.5428
4.730,122.3871,9.4620,2.0000,2.2111,122.6349,122.5984,10.5796
4.740,122.4818,9.4820,2.0000,2.1823,120.6429,122.5234,9.7693
4.750,122.5768,9.5020,2.0000,2.0128,123.9211,122.7353,10.3124
4.760,122.6719,9.5220,2.0000,1.6618,123.8669,122.9287,10.7461
4.770,122.7672,9.5420,2.0000,1.6034,123.8630,123.1088,11.0980
4.780,122.8627,9.5620,2.0000,2.1456,124.1468,123.3012,11.4915
4.790,122.9585,9.5820,2.0000,2.1513,122.1166,123.3022,10.9880
4.800,123.0544,9.6020,2.0000,2.2011,123.5266,123.4222,11.0542
4.810,123.1505,9.6220,2.0000,1.9816,122.9980,123.4859,10.8599
4.820,123.2469,9.6420,2.0000,1.4615,121.3611,123.3987,9.9807
4.830,123.3434,9.6620,2.0000,2.0646,123.4264,123.4923,9.9720
4.840,123.4401,9.6820,2.0000,1.8867,123.2776,123.5645,9.8664
4.850,123.5371,9.7020,2.0000,2.0173,122.5827,123.5685,9.4518
4.860,123.6342,9.7220,2.0000,1.8005,124.2666,123.7160,9.7146
4.870,123.7315,9.7420,2.0000,2.0337,121.9256,123.6476,8.9740
4.880,123.8290,9.7620,2.0000,1.7273,124.2138,123.7793,9.1857
4.890,123.9268,9.7820,2.0000,2.3641,120.7091,123.5938,7.9328
4.900,124.0247,9.8020,2.0000,2.1757,126.3489,123.9080,9.0314
4.910,124.1228,9.8220,2.0000,1.6096,122.2456,123.8446,8.3460
4.920,124.2212,9.8420,2.0000,2.2710,125.6948,124.0832,9.0781
4.930,124.3197,9.8620,2.0000,1.9135,125.3154,124.2742,9.5573
4.940,124.4184,9.8820,2.0000,1.7128,126.5675,124.5627,10.4621
4.950,124.5174,9.9020,2.0000,1.9153,123.8421,124.5950,10.1495
4.960,124.6165,9.9220,2.0000,2.4297,124.6467,124.6922,10.1493
4.970,124.7158,9.9420,2.0000,1.6977,123.8787,124.7135,9.8010
4.980,124.8153,9.9620,2.0000,1.8646,124.9092,124.8202,9.8605
4.990,124.9151,9.9820,2.0000,1.9546,125.2521,124.9481,10.0149
5.000,125.0150,10.0000,0.0000,-0.1466,126.1196,125.1424,10.4646
5.010,125.1150,10.0000,0.0000,-0.1621,122.6648,125.0205,9.4244
5.020,125.2150,10.0000,0.0000,-0.1798,123.8787,125.0062,8.9263
5.030,125.3150,10.0000,0.0000,-0.1457,124.0032,124.9997,8.4869
5.040,125.4150,10.0000,0.0000,-0.1862,126.0311,125.1676,8.8677
5.050,125.5150,10.0000,0.0000,-0.1287,124.8889,125.2240,8.7195
5.060,125.6150,10.0000,0.0000,-0.0720,126.7809,125.4402,9.3121
5.070,125.7150,10.0000,0.0000,-0.0304,123.1770,125.3266,8.3630
5.080,125.8150,10.0000,0.0000,-0.0140,128.3978,125.6723,9.5658
5.090,125.9150,10.0000,0.0000,0.0659,125.8677,125.7768,9.6071
5.100,126.0150,10.0000,0.0000,-0.5475,127.0970,125.9802,10.0997
5.110,126.1150,10.0000,0.0000,-0.0015,124.8039,125.9691,9.5848
5.120,126.2150,10.0000,0.0000,-0.4636,124.5930,125.9358,8.9909
5.130,126.3150,10.0000,0.0000,0.2847,129.2689,126.3103,10.2974
5.140,126.4150,10.0000,0.0000,-0.1095,126.4784,126.4190,10.3241
5.150,126.5150,10.0000,0.0000,0.1227,128.2286,126.6720,11.0104
5.160,126.6150,10.0000,0.0000,-0.2436,124.5957,126.5902,10.1301
5.170,126.7150,10.0000,0.0000,-0.1482,126.9380,126.7132,10.2284
5.180,126.8150,10.0000,0.0000,-0.0710,125.2329,126.6766,9.5915
5.190,126.9150,10.0000,0.0000,0.0174,121.9399,126.3485,7.6460
5.200,127.0150,10.0000,0.0000,-0.5062,127.4508,126.5150,8.0583
5.210,127.1150,10.0000,0.0000,-0.3930,126.5547,126.5920,8.0420
5.220,127.2150,10.0000,0.0000,0.1430,128.2642,126.8120,8.6838
5.230,127.3150,10.0000,0.0000,-0.0477,128.9585,127.0796,9.5138
5.240,127.4150,10.0000,0.0000,0.0540,129.3936,127.3694,10.4079
5.250,127.5150,10.0000,0.0000,-0.1695,124.7452,127.2341,9.3082
5.260,127.6150,10.0000,0.0000,0.0294,128.5095,127.4309,9.7849
5.270,127.7150,10.0000,0.0000,-0.2808,126.5743,127.4450,9.3998
5.280,127.8150,10.0000,0.0000,0.0241,128.3901,127.6137,9.7433
5.290,127.9150,10.0000,0.0000,-0.0104,128.0240,127.7386,9.8690
5.300,128.0150,10.0000,0.0000,0.0209,131.1266,128.1259,11.1939
5.310,128.1150,10.0000,0.0000,0.1187,129.3067,128.3316,11.6247
5.320,128.2150,10.0000,0.0000,0.0821,129.6164,128.5504,12.0959
5.330,128.3150,10.0000,0.0000,-0.0584,129.7347,128.7646,12.5242
5.340,128.4150,10.0000,0.0000,0.2414,131.0912,129.0830,13.4089
5.350,128.5150,10.0000,0.0000,0.0640,129.7873,129.2671,13.6398
5.360,128.6150,10.0000,0.0000,0.1683,126.2200,129.1242,12.3570
5.370,128.7150,10.0000,0.0000,-0.1956,130.1445,129.3265,12.7183
5.380,128.8150,10.0000,0.0000,0.2498,128.3136,129.3536,12.2599
5.390,128.9150,10.0000,0.0000,0.2243,130.2210,129.5416,12.5611
5.400,129.0150,10.0000,0.0000,0.1091,127.6676,129.4917,11.7566
5.410,129.1150,10.0000,0.0000,-0.0164,128.7755,129.5362,11.4206
5.420,129.2150,10.0000,0.0000,0.1486,129.2609,129.6162,11.2630
5.430,129.3150,10.0000,0.0000,0.1949,130.6024,129.8055,11.6160
5.440,129.4150,10.0000,0.0000,0.2984,129.4079,129.8766,11.4094
5.450,129.5150,10.0000,0.0000,-0.2022,134.1892,130.3590,13.1001
5.460,129.6150,10.0000,0.0000,-0.0839,133.0046,130.7107,14.1124
5.470,129.7150,10.0000,0.0000,0.4059,128.5712,130.6517,13.1947
5.480,129.8150,10.0000,0.0000,-0.0111,129.4395,130.6657,12.6530
5.490,129.9150,10.0000,0.0000,-0.1028,130.4500,130.7622,12.5147
5.500,130.0150,10.0000,0.0000,0.1867,130.9617,130.8939,12.5447
5.510,130.1150,10.0000,0.0000,0.2236,132.0347,131.1084,12.9539
5.520,130.2150,10.0000,0.0000,0.5289,129.5710,131.0917,12.2829
5.530,130.3150,10.0000,0.0000,-0.1189,129.2438,131.0416,11.4896
5.540,130.4150,10.0000,0.0000,0.3089,132.1049,131.2397,11.8722
5.550,130.5150,10.0000,0.0000,-0.3635,129.1530,131.1649,10.9837
5.560,130.6150,10.0000,0.0000,-0.0232,129.3363,131.1047,10.2027
5.570,130.7150,10.0000,0.0000,0.0810,131.4670,131.2295,10.3071
5.580,130.8150,10.0000,0.0000,-0.2400,132.0717,131.3975,10.6044
5.590,130.9150,10.0000,0.0000,0.0627,133.0826,131.6421,11.2409
5.600,131.0150,10.0000,0.0000,0.3250,132.5692,131.8260,11.5703
5.610,131.1150,10.0000,0.0000,0.1663,132.0822,131.9540,11.6265
5.620,131.2150,10.0000,0.0000,-0.0251,130.9959,131.9760,11.1946
5.630,131.3150,10.0000,0.0000,0.4138,130.7181,131.9677,10.6433
5.640,131.4150,10.0000,0.0000,-0.0238,133.0341,132.1584,11.0306
5.650,131.5150,10.0000,0.0000,-0.1164,130.6113,132.1233,10.3630
5.660,131.6150,10.0000,0.0000,0.0566,129.9609,132.0281,9.4510
5.670,131.7150,10.0000,0.0000,0.1038,133.9128,132.2797,10.1717
5.680,131.8150,10.0000,0.0000,0.0700,132.3306,132.3769,10.1496
5.690,131.9150,10.0000,0.0000,0.0934,133.5719,132.5744,10.5886
5.700,132.0150,10.0000,0.0000,0.1083,131.4275,132.5703,10.0841
5.710,132.1150,10.0000,0.0000,0.2557,129.9140,132.4293,8.9752
5.720,132.2150,10.0000,0.0000,0.0139,133.5425,132.6088,9.3871
5.730,132.3150,10.0000,0.0000,-0.3603,131.5493,132.6015,8.9217
5.740,132.4150,10.0000,0.0000,0.0178,132.9141,132.7103,9.0115
5.750,132.5150,10.0000,0.0000,-0.1760,133.1317,132.8295,9.1440
5.760,132.6150,10.0000,0.0000,-0.1240,130.7140,132.7273,8.2544
5.770,132.7150,10.0000,0.0000,0.3146,129.5310,132.5221,6.9334
5.780,132.8150,10.0000,0.0000,0.2091,130.9238,132.4452,6.2629
5.790,132.9150,10.0000,0.0000,0.0845,136.3133,132.8417,7.7949
5.800,133.0150,10.0000,0.0000,-0.2253,134.8969,133.0931,8.5911
5.810,133.1150,10.0000,0.0000,0.1318,134.6517,133.3083,9.1846
5.820,133.2150,10.0000,0.0000,0.1882,131.1354,133.2014,8.2738
5.830,133.3150,10.0000,0.0000,-0.0913,131.5597,133.1328,7.5790
5.840,133.4150,10.0000,0.0000,-0.1792,131.6194,133.0692,6.9397
5.850,133.5150,10.0000,0.0000,0.2131,133.3127,133.1539,7.0101
5.860,133.6150,10.0000,0.0000,-0.2114,135.5784,133.4305,7.9581
5.870,133.7150,10.0000,0.0000,0.5421,132.2759,133.4018,7.4621
5.880,133.8150,10.0000,0.0000,0.0522,134.4721,133.5638,7.8623
5.890,133.9150,10.0000,0.0000,-0.1022,131.4538,133.4504,6.9812
5.900,134.0150,10.0000,0.0000,-0.2024,136.1340,133.7496,8.0345
5.910,134.1150,10.0000,0.0000,-0.1538,135.3716,133.9652,8.6550
5.920,134.2150,10.0000,0.0000,0.0036,133.4575,133.9996,8.4163
5.930,134.3150,10.0000,0.0000,0.2129,129.8635,133.7135,6.7173
5.940,134.4150,10.0000,0.0000,0.1573,134.2161,133.8188,6.8924
5.950,134.5150,10.0000,0.0000,-0.0799,133.6570,133.8675,6.7985
5.960,134.6150,10.0000,0.0000,-0.2322,135.9453,134.1118,7.6075
5.970,134.7150,10.0000,0.0000,0.1820,134.4026,134.2067,7.6939
5.980,134.8150,10.0000,0.0000,0.2692,133.4008,134.2062,7.3381
5.990,134.9150,10.0000,0.0000,0.3779,137.6872,134.5786,8.7096
6.000,135.0150,10.0000,0.0000,-0.1951,134.8228,134.6794,8.7726
6.010,135.1150,10.0000,0.0000,-0.0356,135.1460,134.8004,8.9254
6.020,135.2150,10.0000,0.0000,0.0187,132.8086,134.7071,8.0869
6.030,135.3150,10.0000,0.0000,0.0548,133.8082,134.7020,7.6931
6.040,135.4150,10.0000,0.0000,-0.2282,136.8237,134.9583,8.5155
6.050,135.5150,10.0000,0.0000,-0.3333,136.9275,135.2088,9.2748
6.060,135.6150,10.0000,0.0000,0.1492,135.1525,135.2885,9.2144
6.070,135.7150,10.0000,0.0000,-0.0054,134.2480,135.2812,8.7582
6.080,135.8150,10.0000,0.0000,-0.5321,135.1247,135.3474,8.6590
6.090,135.9150,10.0000,0.0000,-0.1328,134.9553,135.3920,8.4652
6.100,136.0150,10.0000,0.0000,0.2362,136.1648,135.5370,8.7432
6.110,136.1150,10.0000,0.0000,0.1361,134.8100,135.5530,8.4153
6.120,136.2150,10.0000,0.0000,-0.2278,136.5472,135.7170,8.7813
6.130,136.3150,10.0000,0.0000,-0.0315,135.4188,135.7709,8.6260
6.140,136.4150,10.0000,0.0000,0.0115,134.9390,135.7766,8.2557
6.150,136.5150,10.0000,0.0000,-0.0592,135.1843,135.8000,7.9837
6.160,136.6150,10.0000,0.0000,-0.0245,136.6147,135.9443,8.2807
6.170,136.7150,10.0000,0.0000,0.1481,137.0938,136.1207,8.7114
6.180,136.8150,10.0000,0.0000,0.0229,136.2064,136.2077,8.7110
6.190,136.9150,10.0000,0.0000,-0.0825,137.5775,136.4073,9.2264
6.200,137.0150,10.0000,0.0000,0.1030,135.6380,136.4240,8.8792
6.210,137.1150,10.0000,0.0000,0.0389,137.8310,136.6285,9.4102
6.220,137.2150,10.0000,0.0000,0.0430,135.4417,136.6102,8.8934
6.230,137.3150,10.0000,0.0000,0.4267,139.8173,136.9727,10.1488
6.240,137.4150,10.0000,0.0000,0.1537,138.0624,137.1609,10.5473
6.250,137.5150,10.0000,0.0000,0.2083,136.1553,137.1689,10.0996
6.260,137.6150,10.0000,0.0000,-0.2535,136.5642,137.2080,9.8147
6.270,137.7150,10.0000,0.0000,-0.0258,139.0713,137.4610,10.5257
6.280,137.8150,10.0000,0.0000,-0.1048,138.0733,137.6107,10.7300
6.290,137.9150,10.0000,0.0000,0.3262,139.2739,137.8545,11.3566
6.300,138.0150,10.0000,0.0000,-0.0061,137.8909,137.9613,11.3256
6.310,138.1150,10.0000,0.0000,0.1398,138.8929,138.1464,11.6552
6.320,138.2150,10.0000,0.0000,0.2358,138.5846,138.2912,11.7850
6.330,138.3150,10.0000,0.0000,-0.0933,138.5406,138.4206,11.8378
6.340,138.4150,10.0000,0.0000,0.2700,138.4424,138.5305,11.7996
6.350,138.5150,10.0000,0.0000,0.0509,137.4197,138.5407,11.3042
6.360,138.6150,10.0000,0.0000,0.1675,138.2496,138.6182,11.1410
6.370,138.7150,10.0000,0.0000,-0.2208,141.3083,138.9559,12.1801
6.380,138.8150,10.0000,0.0000,0.1003,137.5970,138.9478,11.5822
6.390,138.9150,10.0000,0.0000,-0.0137,139.5474,139.1061,11.7765
6.400,139.0150,10.0000,0.0000,-0.0547,136.9904,139.0279,10.8777
6.410,139.1150,10.0000,0.0000,-0.1633,137.3939,138.9837,10.1757
6.420,139.2150,10.0000,0.0000,-0.1675,138.6690,139.0489,10.0078
6.430,139.3150,10.0000,0.0000,0.2768,138.7414,139.1132,9.8445
6.440,139.4150,10.0000,0.0000,-0.2694,138.0009,139.1054,9.3552
6.450,139.5150,10.0000,0.0000,0.0078,138.9272,139.1752,9.2458
6.460,139.6150,10.0000,0.0000,-0.1052,138.7674,139.2237,9.0448
6.470,139.7150,10.0000,0.0000,0.0790,138.5781,139.2496,8.7484
6.480,139.8150,10.0000,0.0000,0.3822,139.3111,139.3348,8.7395
6.490,139.9150,10.0000,0.0000,-0.0583,139.2272,139.4051,8.6609
6.500,140.0150,10.0000,0.0000,-0.0318,140.7296,139.6003,9.1597
6.510,140.1150,10.0000,0.0000,-0.1913,137.6168,139.5098,8.3232
6.520,140.2150,10.0000,0.0000,-0.1591,139.2621,139.5640,8.1906
6.530,140.3150,10.0000,0.0000,0.1979,143.2049,139.9582,9.6236
6.540,140.4150,10.0000,0.0000,-0.0061,135.8119,139.6822,7.9152
6.550,140.5150,10.0000,0.0000,-0.0126,138.8465,139.6811,7.5467
6.560,140.6150,10.0000,0.0000,-0.0238,143.0942,140.0494,8.8913
6.570,140.7150,10.0000,0.0000,0.1800,139.0445,140.0423,8.4520
6.580,140.8150,10.0000,0.0000,0.0124,139.4636,140.0687,8.1847
6.590,140.9150,10.0000,0.0000,0.2680,140.5005,140.1812,8.3268
6.600,141.0150,10.0000,0.0000,-0.1415,140.7161,140.3041,8.5089
6.610,141.1150,10.0000,0.0000,0.2961,144.5633,140.7554,10.1897
6.620,141.2150,10.0000,0.0000,-0.2697,140.0229,140.7841,9.8529
6.630,141.3150,10.0000,0.0000,-0.1760,144.3977,141.1911,11.2683
6.640,141.4150,10.0000,0.0000,-0.0715,140.6707,141.2482,11.0140
6.650,141.5150,10.0000,0.0000,0.3932,143.1576,141.5162,11.7397
6.660,141.6150,10.0000,0.0000,-0.0788,143.1926,141.7704,12.3667
6.670,141.7150,10.0000,0.0000,0.1232,144.5458,142.1267,13.4345
6.680,141.8150,10.0000,0.0000,0.1071,141.3859,142.1843,13.0816
6.690,141.9150,10.0000,0.0000,-0.0171,140.1914,142.1288,12.2259
6.700,142.0150,10.0000,0.0000,0.2854,141.3278,142.1700,11.8548
6.710,142.1150,10.0000,0.0000,-0.1005,142.1466,142.2761,11.7985
6.720,142.2150,10.0000,0.0000,-0.0801,144.0170,142.5365,12.4514
6.730,142.3150,10.0000,0.0000,0.3688,143.9638,142.7753,12.9764
6.740,142.4150,10.0000,0.0000,0.0413,146.3165,143.2044,14.3487
6.750,142.5150,10.0000,0.0000,-0.2261,142.3211,143.2578,13.9342
6.760,142.6150,10.0000,0.0000,0.1059,141.7882,143.2560,13.2863
6.770,142.7150,10.0000,0.0000,0.0794,143.4277,143.3922,13.3024
6.780,142.8150,10.0000,0.0000,-0.0592,143.4427,143.5180,13.2694
6.790,142.9150,10.0000,0.0000,0.2408,142.1971,143.5232,12.6842
6.800,143.0150,10.0000,0.0000,-0.2743,141.6786,143.4770,11.8904
6.810,143.1150,10.0000,0.0000,0.0088,143.9809,143.6297,12.0449
6.820,143.2150,10.0000,0.0000,0.1297,145.7872,143.9289,12.8662
6.830,143.3150,10.0000,0.0000,-0.1937,145.1123,144.1501,13.2908
6.840,143.4150,10.0000,0.0000,0.0954,144.2604,144.2810,13.2816
6.850,143.5150,10.0000,0.0000,-0.1573,144.1751,144.3929,13.1856
6.860,143.6150,10.0000,0.0000,-0.2173,144.3228,144.5070,13.1032
6.870,143.7150,10.0000,0.0000,-0.0933,145.5000,144.7137,13.4504
6.880,143.8150,10.0000,0.0000,0.0363,144.2358,144.7945,13.2050
6.890,143.9150,10.0000,0.0000,-0.2938,143.1346,144.7693,12.4829
6.900,144.0150,10.0000,0.0000,-0.0795,143.7394,144.7928,12.0188
6.910,144.1150,10.0000,0.0000,-0.3222,144.2036,144.8508,11.7324
6.920,144.2150,10.0000,0.0000,0.1624,146.0662,145.0644,12.1745
6.930,144.3150,10.0000,0.0000,0.1900,143.4327,145.0323,11.4692
6.940,144.4150,10.0000,0.0000,0.0477,148.2486,145.4191,12.7182
6.950,144.5150,10.0000,0.0000,0.0626,145.2302,145.5186,12.5910
6.960,144.6150,10.0000,0.0000,-0.0428,143.7991,145.4826,11.8486
6.970,144.7150,10.0000,0.0000,0.0674,145.5862,145.5998,11.8432
6.980,144.8150,10.0000,0.0000,-0.4215,147.8027,145.9011,12.6828
6.990,144.9150,10.0000,0.0000,-0.1317,145.9559,146.0216,12.6545
7.000,145.0150,10.0000,0.0000,-0.0394,144.0788,145.9666,11.8211
7.010,145.1150,10.0000,0.0000,0.5450,145.2611,146.0125,11.4897
7.020,145.2150,10.0000,0.0000,0.1044,145.6245,146.0833,11.2871
7.030,145.3150,10.0000,0.0000,0.0838,144.6922,146.0642,10.6815
7.040,145.4150,10.0000,0.0000,-0.1362,146.8174,146.2277,10.9415
7.050,145.5150,10.0000,0.0000,0.1197,143.0485,146.0486,9.6175
7.060,145.6150,10.0000,0.0000,0.1539,146.4858,146.1747,9.7550
7.070,145.7150,10.0000,0.0000,0.0101,144.1932,146.0898,8.9178
7.080,145.8150,10.0000,0.0000,-0.1659,147.1740,146.2663,9.3177
7.090,145.9150,10.0000,0.0000,-0.1611,148.1463,146.5163,10.0369
7.100,146.0150,10.0000,0.0000,0.0639,145.0839,146.4821,9.4198
7.110,146.1150,10.0000,0.0000,0.1733,145.3587,146.4695,8.9296
7.120,146.2150,10.0000,0.0000,-0.4019,144.1000,146.3431,7.9388
7.130,146.3150,10.0000,0.0000,0.1272,145.8339,146.3708,7.7018
